date,lake_id,lake_area_km2
2025-11-02,L1,2.4553310246669695
2025-11-09,L1,2.948175414365282
2025-11-16,L1,3.3528411988240565
2025-11-23,L1,2.5410544172679823
2025-11-30,L1,3.9592204848568784
2025-12-07,L1,4.489206858515752
2025-12-14,L1,4.307472825173353
2025-12-21,L1,4.271294483150978
2025-12-28,L1,4.137686475246386
2026-01-04,L1,4.029714404544816
2026-01-11,L1,3.4611146603418685
2026-01-18,L1,3.179135126342983
2026-01-25,L1,2.7821012492682966
2026-02-01,L1,1.4957199855108523
2026-02-08,L1,0.6848106895880307
2026-02-15,L1,0.044258564410041355
2026-02-22,L1,0.19364133484111096
2026-03-01,L1,0.14422244633032102
2026-03-08,L1,0.004577530639648437
2026-03-15,L1,0.0
2025-11-02,L2,5.716129263892767
2025-11-09,L2,6.895131046391474
2025-11-16,L2,8.38938171167396
2025-11-23,L2,1.2597340040512084
2025-11-30,L2,8.14695450322903
2025-12-07,L2,11.439442827929598
2025-12-14,L2,11.97953754847421
2025-12-21,L2,11.769709092653162
2025-12-28,L2,7.692796950171616
2026-01-04,L2,10.177268455112413
2026-01-11,L2,9.353457380796995
2026-01-18,L2,8.264227584616807
2026-01-25,L2,7.150576711922948
2026-02-01,L2,4.251168259938678
2026-02-08,L2,2.409448630715494
2026-02-15,L2,0.3508329401473999
2026-02-22,L2,0.4808841816534603
2026-03-01,L2,2.1152758169208306
2026-03-08,L2,0.8715232793990191
2026-03-15,L2,0.1667350766067505
2025-11-02,L3,1.1390052948044125
2025-11-09,L3,1.2446008546244003
2025-11-16,L3,1.5527116521535838
2025-11-23,L3,1.7156571339685778
2025-11-30,L3,2.2326089062082626
2025-12-07,L3,2.3764870622577443
2025-12-14,L3,2.5252530403123443
2025-12-21,L3,2.288523391809351
2025-12-28,L3,2.435639109487975
2026-01-04,L3,1.9212118140289305
2026-01-11,L3,1.7669443788742065
2026-01-18,L3,1.4840289417419434
2026-01-25,L3,1.4241552855682373
2026-02-01,L3,1.0270880869277956
2026-02-08,L3,0.8972741577072143
2026-02-15,L3,0.02457373137664795
2026-02-22,L3,0.017884083419799805
2026-03-01,L3,0.1553046242980957
2026-03-08,L3,0.037897398658692606
2026-03-15,L3,0.0
2025-11-02,L4,7.156036640373897
2025-11-09,L4,7.364687663704764
2025-11-16,L4,9.383471492474436
2025-11-23,L4,0.08162258608583937
2025-11-30,L4,8.052499281690995
2025-12-07,L4,12.3867536209043
2025-12-14,L4,12.545385313152236
2025-12-21,L4,9.334835834656836
2025-12-28,L4,6.695420343462747
2026-01-04,L4,9.785163297525832
2026-01-11,L4,7.921919492219183
2026-01-18,L4,6.258265646924477
2026-01-25,L4,4.177966288837712
2026-02-01,L4,3.672668027598301
2026-02-08,L4,1.6898904303374347
2026-02-15,L4,0.0
2026-02-22,L4,0.29737755399089144
2026-03-01,L4,0.3552707529968262
2026-03-08,L4,0.11268541525878906
2026-03-15,L4,0.0
