date,lake_id,lake_area_km2,temperature,precipitation,area_lag_1,area_lag_2,area_lag_3,area_change,growth_rate,growth_acceleration,area_rolling_mean_3,area_rolling_std_3,temp_lag_1,precip_lag_1,precip_rolling_3,month,growth_scaled,accel_scaled,precip_scaled,temp_scaled,growth_z,precip_z,risk_score,risk_level
2025-12-06,L1,2.295891831434093,-10.475936247408754,0.3603937792348432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0021943416128481176,-1.1380987530996207,0.1568231429804849,0.560089615874541,-1.1164633819766103,0.024072056850284764,Low
2025-12-13,L1,2.326063477459133,-12.15620448333153,2.9637989394745494,2.295891831434093,0.0,0.0,0.0301716460250403,0.013141579935059,0.0,0.0,0.0,-10.475936247408754,0.3603937792348432,0.0,12,0.051721941951103946,0.0021943416128481176,-0.8392292787469198,-0.2271467113600762,0.6151560657135636,-0.8512084666175086,0.021361660968191587,Low
2025-12-20,L1,2.356235123484174,-9.972558322863463,0.2216943971594992,2.326063477459133,2.295891831434093,0.0,0.0301716460250407,0.0129711189386794,-0.0001704609963796,2.326063477459133,0.0301716460250406,-12.15620448333153,2.9637989394745494,1.1819623719562973,12,0.051051050490317544,0.0,-1.1540213655484977,0.2718535555263495,0.6144417922431716,-1.1305951404192216,0.03378974097898225,Low
2025-12-27,L1,2.4575849450338225,-8.541766890298195,3.1311118581123027,2.356235123484174,2.326063477459133,2.295891831434093,0.1013498215496486,0.0430134584360928,0.0300423394974134,2.3799611819923765,0.0688960702616704,-9.972558322863463,0.2216943971594992,2.1055350649154505,12,0.16929011666342125,0.38892888562361055,-0.8200218481059367,0.5988137195099873,0.7403265784832044,-0.8341613412796858,0.10786766208375338,Low
2026-01-03,L1,2.508814714894014,-14.469333309195738,7.071526504510935,2.4575849450338225,2.356235123484174,2.326063477459133,0.0512297698601913,0.0208455744179724,-0.0221678840181204,2.4408782611373367,0.0776496483817619,-8.541766890298195,3.1311118581123027,3.474777586594245,1,0.08204291990093544,-0.2831724660610146,-0.36766442326607385,-0.7557359683308618,0.6474376960692635,-0.43268162944950833,0.11122224771016305,Low
2026-01-10,L1,2.5099244330647483,-12.836242085091524,5.8782588888032015,2.508814714894014,2.4575849450338225,2.356235123484174,0.0011097181707344,0.0004423276713686,-0.0204032467466038,2.492108030997528,0.029903017689653,-14.469333309195738,7.071526504510935,5.360299083808813,1,0.0017408900798038635,-0.26045631938398484,-0.5046508864241306,-0.3825468631403005,0.5619430775319821,-0.5542609000291858,0.09187671788595231,Low
2026-01-17,L1,2.316058519328308,-12.152706917049777,3.1733302867057835,2.5099244330647483,2.508814714894014,2.4575849450338225,-0.1938659137364404,-0.0772397412378348,-0.0776820689092034,2.4449325557623567,0.1116095686700206,-12.836242085091524,5.8782588888032015,5.374371893339974,1,-0.30399612773832324,-0.9978056583871519,-0.815175195823597,-0.2263474580104979,0.23643611625952515,-0.8298598034805799,0.009774777831086252,Low
2026-01-24,L1,2.018343554873717,-13.318858698966167,10.274193685026894,2.316058519328308,2.5099244330647483,2.508814714894014,-0.2977149644545909,-0.1285438005862359,-0.0513040593484011,2.2814421690889244,0.2476119115242403,-12.152706917049777,3.1733302867057835,6.441927620178627,1,-0.5059159572098837,-0.6582419735986644,0.0,-0.49283296328193194,0.021459498181047032,-0.10636929633078827,0.0002031038426437841,Low
2026-01-31,L1,1.5064129040323992,-14.70379313975542,19.634820872726337,2.018343554873717,2.316058519328308,2.5099244330647483,-0.5119306508413177,-0.2536390049182425,-0.1250952043320065,1.9469383260781412,0.4095186633310917,-13.318858698966167,10.274193685026894,11.027448281486338,1,-0.9982591099201962,-1.6081541736696254,1.0745948306185844,-0.8093140251339611,-0.5027201536181641,0.847363303689374,0.08954956921821537,Low
2026-02-07,L1,0.8841156175225052,-14.811067225548916,13.03914062627141,1.5064129040323992,2.018343554873717,2.316058519328308,-0.622297286509894,-0.4130987492500329,-0.1594597443317904,1.4696240254762072,0.5680082038633447,-14.70379313975542,19.634820872726337,14.316051728008214,2,-1.6258524191435375,-2.0505283339143783,0.3174143815812253,-0.8338279772613869,-1.1708956740640997,0.1753447365340358,0.11600076768331748,Low
2026-02-14,L1,0.3812520291487451,-14.244199502213812,10.96432330198596,0.8841156175225052,1.5064129040323992,2.018343554873717,-0.5028635883737601,-0.5687758234413948,-0.1556770741913618,0.9239268502345498,0.5636359190823254,-14.811067225548916,13.03914062627141,14.546094933661236,2,-2.238558093364829,-2.001834083187742,0.07922649882002843,-0.7042890664458706,-1.823220876924569,-0.03605358983644024,0.12260297591831985,Low
2026-02-21,L1,0.094465169710446,-12.9178089595604,10.291921389700352,0.3812520291487451,0.8841156175225052,1.5064129040323992,-0.2867868594382991,-0.7522238244308714,-0.1834480009894766,0.4532776054605654,0.3997220536381935,-14.244199502213812,10.96432330198596,11.431795105985907,2,-2.9605631266341543,-2.359328768744767,0.002035130704261378,-0.4011862804900127,-2.591913088551758,-0.10456306160617233,0.03322300092545959,Low
2026-02-28,L1,0.0560738654523961,-11.312060652697442,12.429909215298858,0.094465169710446,0.3812520291487451,0.8841156175225052,-0.0383913042580498,-0.4064069791620198,0.3458168452688516,0.1772636881038624,0.1776989181800001,-12.9178089595604,10.291921389700352,11.228717968995056,2,-1.599515300946737,4.453888923448075,0.24747495212270954,-0.03424549668404589,-1.142855512705511,0.11327156067202324,0.39855212542458957,Medium
2026-03-07,L1,0.0321035347824595,-6.121454542627215,4.127432297238594,0.0560738654523961,0.094465169710446,0.3812520291487451,-0.0239703306699365,-0.4274777648472657,-0.0210707856852458,0.0608808566484338,0.0314574911744937,-11.312060652697442,12.429909215298858,8.949754300745935,3,-1.6824445955568184,-0.26904953720137115,-0.7056448120317245,1.1518962331977594,-1.2311472834620825,-0.7326485618678732,0.44954472884947516,Medium
2026-03-14,L1,0.0362777825698852,-6.722027793778027,9.688752554655991,0.0321035347824595,0.0560738654523961,0.094465169710446,0.0041742477874257,0.1300245538602308,0.5575023187074966,0.0414850609349136,0.0128055065923262,-6.121454542627215,4.127432297238594,8.748698022397816,3,0.5117438283836648,7.178912553882892,-0.06720831838648297,1.014655036325064,1.1049244537226395,-0.16601853566392857,1.1580540459087085,High
2026-03-21,L1,0.0362777825698852,-11.162200918525278,33.476234994794666,0.0362777825698852,0.0321035347824595,0.0560738654523961,0.0,0.0,-0.1300245538602308,0.0348863666407433,0.0024100030840295,-6.722027793778027,9.688752554655991,15.76413994889642,3,0.0,-1.671609609363361,2.663581526250595,0.0,0.560089615874541,2.257632895020083,1.1549055167986928,High
2026-03-28,L1,0.0362777825698852,-10.529724041217346,18.832337781245204,0.0362777825698852,0.0362777825698852,0.0321035347824595,0.0,0.0,0.0,0.0362777825698852,0.0,-11.162200918525278,33.476234994794666,20.66577511023196,3,0.0,0.0021943416128481176,0.9824702149841075,0.14453171777084092,0.560089615874541,0.7656001621857522,1.1865926707437597,High
2026-04-04,L1,0.0362777825698852,-6.897899262313088,7.941077253016842,0.0362777825698852,0.0362777825698852,0.0362777825698852,0.0,0.0,0.0,0.0362777825698852,0.0,-10.529724041217346,18.832337781245204,20.08321667635224,4,0.0,0.0021943416128481176,-0.2678404776513122,0.9744654161725518,0.560089615874541,-0.34408511987888857,0.5268198920688695,Medium
2026-04-11,L1,0.0362777825698852,-10.15267159134038,38.50496013896304,0.0362777825698852,0.0362777825698852,0.0362777825698852,0.0,0.0,0.0,0.0362777825698852,0.0,-6.897899262313088,7.941077253016842,21.759458391075032,4,0.0,0.0021943416128481176,3.240876395084393,0.23069461198189578,0.560089615874541,2.769998040043362,0.5866453902051848,Medium
2026-04-18,L1,0.0362777825698852,-7.143686770186463,12.838275603930336,0.0362777825698852,0.0362777825698852,0.0362777825698852,0.0,0.0,0.0,0.0362777825698852,0.0,-10.15267159134038,38.50496013896304,19.761437665303408,4,0.0,0.0021943416128481176,0.2943551879682755,0.9182987925471043,0.560089615874541,0.15487906514588362,0.567990825026012,Medium
